age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,target,age_group,balance_group,day_group,duration_group,campaign_group,quarter
46,none,single,tertiary,no,1808,no,no,cellular,21,221,1,0,"(45, 59]","(1000, 3000]","(20, 31]","(120, 240]","(0, 1]",q4
34,management,single,tertiary,no,3679,yes,no,cellular,21,146,1,0,"(24, 34]","(3000, 5000]","(20, 31]","(120, 240]","(0, 1]",q4
31,management,married,secondary,no,8629,yes,no,cellular,21,957,1,1,"(24, 34]","(5000, 10000]","(20, 31]","(900, 1200]","(0, 1]",q4
32,services,married,secondary,no,8043,yes,no,cellular,21,202,1,0,"(24, 34]","(5000, 10000]","(20, 31]","(120, 240]","(0, 1]",q4
59,none,married,tertiary,no,41242,no,no,cellular,21,161,1,0,"(45, 59]","(10000, 200000]","(20, 31]","(120, 240]","(0, 1]",q4
30,technician,married,secondary,no,455,yes,no,cellular,21,758,1,1,"(24, 34]","(200, 500]","(20, 31]","(600, 900]","(0, 1]",q4
58,none,married,tertiary,no,183,no,no,cellular,21,167,5,0,"(45, 59]","(100, 200]","(20, 31]","(120, 240]","(4, 6]",q4
31,none,single,tertiary,no,3252,no,no,cellular,21,145,2,0,"(24, 34]","(3000, 5000]","(20, 31]","(120, 240]","(1, 2]",q4
34,management,divorced,secondary,no,124,yes,no,cellular,21,56,1,0,"(24, 34]","(100, 200]","(20, 31]","(0, 60]","(0, 1]",q4
52,technician,married,secondary,no,230,yes,yes,cellular,21,89,4,0,"(45, 59]","(200, 500]","(20, 31]","(60, 120]","(2, 4]",q4
34,blue-collar,single,secondary,no,4536,yes,no,cellular,21,963,1,1,"(24, 34]","(3000, 5000]","(20, 31]","(900, 1200]","(0, 1]",q4
34,technician,single,secondary,no,27446,yes,no,cellular,21,203,2,0,"(24, 34]","(10000, 200000]","(20, 31]","(120, 240]","(1, 2]",q4
53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,796,5,1,"(45, 59]","(1000, 3000]","(20, 31]","(600, 900]","(4, 6]",q4
56,services,married,secondary,no,22196,yes,no,cellular,21,189,1,0,"(45, 59]","(10000, 200000]","(20, 31]","(120, 240]","(0, 1]",q4
31,technician,married,tertiary,no,5119,no,no,cellular,21,74,1,0,"(24, 34]","(5000, 10000]","(20, 31]","(60, 120]","(0, 1]",q4
34,blue-collar,married,primary,no,3527,yes,no,cellular,21,1022,1,1,"(24, 34]","(3000, 5000]","(20, 31]","(900, 1200]","(0, 1]",q4
44,management,divorced,unknown,no,1784,no,yes,cellular,21,279,1,0,"(34, 45]","(1000, 3000]","(20, 31]","(240, 360]","(0, 1]",q4
36,blue-collar,married,secondary,no,1482,yes,no,cellular,21,154,1,0,"(34, 45]","(1000, 3000]","(20, 31]","(120, 240]","(0, 1]",q4
35,technician,married,secondary,no,15474,no,no,cellular,21,89,1,0,"(34, 45]","(10000, 200000]","(20, 31]","(60, 120]","(0, 1]",q4
57,management,married,tertiary,no,372,no,no,cellular,21,553,3,1,"(45, 59]","(200, 500]","(20, 31]","(360, 600]","(2, 4]",q4
38,management,married,tertiary,no,162,yes,no,cellular,21,143,1,0,"(34, 45]","(100, 200]","(20, 31]","(120, 240]","(0, 1]",q4
45,admin,married,secondary,no,857,yes,no,cellular,21,169,1,0,"(34, 45]","(500, 1000]","(20, 31]","(120, 240]","(0, 1]",q4
51,blue-collar,married,secondary,no,8486,yes,yes,cellular,21,80,10,0,"(45, 59]","(5000, 10000]","(20, 31]","(60, 120]","(6, 10]",q4
41,services,single,secondary,no,92,no,no,cellular,21,372,1,1,"(34, 45]","(0, 100]","(20, 31]","(360, 600]","(0, 1]",q4
39,blue-collar,married,primary,no,694,yes,no,cellular,21,44,1,0,"(34, 45]","(500, 1000]","(20, 31]","(0, 60]","(0, 1]",q4
40,other,married,tertiary,no,865,no,no,cellular,21,170,2,0,"(34, 45]","(500, 1000]","(20, 31]","(120, 240]","(1, 2]",q4
42,technician,married,secondary,no,3228,no,no,cellular,21,133,1,0,"(34, 45]","(3000, 5000]","(20, 31]","(120, 240]","(0, 1]",q4
41,management,married,tertiary,no,9935,no,no,telephone,21,49,1,0,"(34, 45]","(5000, 10000]","(20, 31]","(0, 60]","(0, 1]",q4
49,technician,married,secondary,no,8689,no,no,cellular,21,586,1,0,"(45, 59]","(5000, 10000]","(20, 31]","(360, 600]","(0, 1]",q4
43,other,single,tertiary,no,5347,no,no,cellular,21,189,3,0,"(34, 45]","(5000, 10000]","(20, 31]","(120, 240]","(2, 4]",q4
51,other,divorced,secondary,no,330,no,no,telephone,21,218,3,0,"(45, 59]","(200, 500]","(20, 31]","(120, 240]","(2, 4]",q4
52,management,married,tertiary,no,6873,yes,no,cellular,21,235,2,0,"(45, 59]","(5000, 10000]","(20, 31]","(120, 240]","(1, 2]",q4
43,management,married,tertiary,no,2100,yes,no,cellular,21,105,1,0,"(34, 45]","(1000, 3000]","(20, 31]","(60, 120]","(0, 1]",q4
40,admin,married,primary,no,72,yes,yes,cellular,21,849,1,1,"(34, 45]","(0, 100]","(20, 31]","(600, 900]","(0, 1]",q4
31,management,single,tertiary,no,528,no,yes,cellular,21,5,7,0,"(24, 34]","(500, 1000]","(20, 31]","(0, 60]","(6, 10]",q4
46,other,married,primary,no,3155,yes,no,cellular,21,271,1,0,"(45, 59]","(3000, 5000]","(20, 31]","(240, 360]","(0, 1]",q4
46,services,married,secondary,no,2948,no,no,cellular,21,893,1,1,"(45, 59]","(1000, 3000]","(20, 31]","(600, 900]","(0, 1]",q4
37,admin,divorced,secondary,no,1533,yes,no,cellular,21,555,4,1,"(34, 45]","(1000, 3000]","(20, 31]","(360, 600]","(2, 4]",q4
31,management,single,tertiary,no,796,no,yes,cellular,21,150,1,0,"(24, 34]","(500, 1000]","(20, 31]","(120, 240]","(0, 1]",q4
31,management,married,tertiary,no,3154,no,no,cellular,21,326,2,0,"(24, 34]","(3000, 5000]","(20, 31]","(240, 360]","(1, 2]",q4
57,services,married,secondary,no,6,no,no,cellular,21,1182,1,0,"(45, 59]","(0, 100]","(20, 31]","(900, 1200]","(0, 1]",q4
34,services,married,secondary,no,-508,yes,no,cellular,21,144,6,0,"(24, 34]","(-10000, 0]","(20, 31]","(120, 240]","(4, 6]",q4
37,blue-collar,married,secondary,no,0,yes,no,cellular,21,169,1,0,"(34, 45]","(-10000, 0]","(20, 31]","(120, 240]","(0, 1]",q4
47,blue-collar,married,secondary,no,2944,no,no,cellular,21,57,7,0,"(45, 59]","(1000, 3000]","(20, 31]","(0, 60]","(6, 10]",q4
57,management,married,tertiary,no,17118,yes,no,cellular,21,102,1,0,"(45, 59]","(10000, 200000]","(20, 31]","(60, 120]","(0, 1]",q4
53,technician,single,unknown,no,5331,no,no,cellular,21,302,1,0,"(45, 59]","(5000, 10000]","(20, 31]","(240, 360]","(0, 1]",q4
52,services,divorced,secondary,no,2455,no,no,telephone,21,76,1,0,"(45, 59]","(1000, 3000]","(20, 31]","(60, 120]","(0, 1]",q4
40,management,married,tertiary,no,87,yes,yes,cellular,21,114,1,0,"(34, 45]","(0, 100]","(20, 31]","(60, 120]","(0, 1]",q4
55,technician,married,tertiary,no,1181,no,no,cellular,21,42,1,0,"(45, 59]","(1000, 3000]","(20, 31]","(0, 60]","(0, 1]",q4
52,other,married,tertiary,no,2289,yes,yes,cellular,21,81,1,0,"(45, 59]","(1000, 3000]","(20, 31]","(60, 120]","(0, 1]",q4
40,admin,married,secondary,no,67,no,no,cellular,21,199,2,0,"(34, 45]","(0, 100]","(20, 31]","(120, 240]","(1, 2]",q4
48,technician,married,primary,no,1375,yes,yes,cellular,21,73,1,0,"(45, 59]","(1000, 3000]","(20, 31]","(60, 120]","(0, 1]",q4
37,blue-collar,married,unknown,no,0,yes,no,cellular,21,184,1,0,"(34, 45]","(-10000, 0]","(20, 31]","(120, 240]","(0, 1]",q4
43,admin,married,secondary,no,817,yes,yes,cellular,21,51,1,0,"(34, 45]","(500, 1000]","(20, 31]","(0, 60]","(0, 1]",q4
32,management,single,tertiary,no,1344,no,yes,cellular,21,63,1,0,"(24, 34]","(1000, 3000]","(20, 31]","(60, 120]","(0, 1]",q4
35,services,single,secondary,no,1354,no,yes,cellular,21,278,6,0,"(34, 45]","(1000, 3000]","(20, 31]","(240, 360]","(4, 6]",q4
56,blue-collar,married,secondary,no,2583,no,no,cellular,21,70,1,0,"(45, 59]","(1000, 3000]","(20, 31]","(60, 120]","(0, 1]",q4
49,admin,married,secondary,no,14440,yes,no,cellular,21,60,1,0,"(45, 59]","(10000, 200000]","(20, 31]","(0, 60]","(0, 1]",q4
35,blue-collar,married,secondary,no,0,yes,yes,cellular,21,113,1,0,"(34, 45]","(-10000, 0]","(20, 31]","(60, 120]","(0, 1]",q4
49,technician,married,secondary,no,175,yes,yes,cellular,21,70,1,0,"(45, 59]","(100, 200]","(20, 31]","(60, 120]","(0, 1]",q4
40,services,single,secondary,no,19343,yes,no,cellular,21,13,4,0,"(34, 45]","(10000, 200000]","(20, 31]","(0, 60]","(2, 4]",q4
33,management,married,tertiary,no,1602,no,no,cellular,21,44,3,0,"(24, 34]","(1000, 3000]","(20, 31]","(0, 60]","(2, 4]",q4
45,technician,divorced,secondary,no,1738,no,no,cellular,21,79,1,0,"(34, 45]","(1000, 3000]","(20, 31]","(60, 120]","(0, 1]",q4
54,technician,married,secondary,no,230,no,yes,cellular,21,401,1,0,"(45, 59]","(200, 500]","(20, 31]","(360, 600]","(0, 1]",q4
33,other,single,secondary,yes,-1,yes,no,cellular,21,214,2,0,"(24, 34]","(-10000, 0]","(20, 31]","(120, 240]","(1, 2]",q4
41,management,married,secondary,no,23,no,yes,cellular,21,59,1,0,"(34, 45]","(0, 100]","(20, 31]","(0, 60]","(0, 1]",q4
50,admin,divorced,secondary,no,81,no,yes,cellular,21,64,1,0,"(45, 59]","(0, 100]","(20, 31]","(60, 120]","(0, 1]",q4
30,technician,married,secondary,no,274,yes,yes,cellular,21,105,5,0,"(24, 34]","(200, 500]","(20, 31]","(60, 120]","(4, 6]",q4
56,other,married,tertiary,no,16125,no,no,telephone,21,167,1,0,"(45, 59]","(10000, 200000]","(20, 31]","(120, 240]","(0, 1]",q4
45,management,married,secondary,yes,237,yes,no,cellular,21,526,1,0,"(34, 45]","(200, 500]","(20, 31]","(360, 600]","(0, 1]",q4
31,management,married,tertiary,no,804,no,no,cellular,21,128,2,0,"(24, 34]","(500, 1000]","(20, 31]","(120, 240]","(1, 2]",q4
46,management,married,tertiary,no,39,yes,yes,cellular,21,64,1,0,"(45, 59]","(0, 100]","(20, 31]","(60, 120]","(0, 1]",q4
39,other,single,unknown,no,2822,no,no,cellular,21,573,3,0,"(34, 45]","(1000, 3000]","(20, 31]","(360, 600]","(2, 4]",q4
54,management,married,tertiary,no,37176,no,no,cellular,21,206,1,0,"(45, 59]","(10000, 200000]","(20, 31]","(120, 240]","(0, 1]",q4
51,management,married,tertiary,no,19313,no,no,telephone,21,36,1,0,"(45, 59]","(10000, 200000]","(20, 31]","(0, 60]","(0, 1]",q4
38,other,married,tertiary,no,1514,no,yes,cellular,21,160,3,0,"(34, 45]","(1000, 3000]","(20, 31]","(120, 240]","(2, 4]",q4
39,technician,married,secondary,no,0,yes,yes,cellular,21,83,1,0,"(34, 45]","(-10000, 0]","(20, 31]","(60, 120]","(0, 1]",q4
52,other,married,primary,no,2594,yes,no,telephone,21,425,1,0,"(45, 59]","(1000, 3000]","(20, 31]","(360, 600]","(0, 1]",q4
50,management,married,tertiary,no,19447,yes,yes,cellular,21,166,1,0,"(45, 59]","(10000, 200000]","(20, 31]","(120, 240]","(0, 1]",q4
32,blue-collar,married,primary,no,3314,yes,no,cellular,21,330,2,0,"(24, 34]","(3000, 5000]","(20, 31]","(240, 360]","(1, 2]",q4
31,admin,married,secondary,no,457,yes,no,cellular,21,283,1,0,"(24, 34]","(200, 500]","(20, 31]","(240, 360]","(0, 1]",q4
40,technician,married,secondary,no,372,yes,no,cellular,21,365,1,0,"(34, 45]","(200, 500]","(20, 31]","(360, 600]","(0, 1]",q4
47,other,married,primary,no,97,no,yes,telephone,21,109,1,0,"(45, 59]","(0, 100]","(20, 31]","(60, 120]","(0, 1]",q4
46,other,married,primary,no,2747,no,no,cellular,21,162,2,0,"(45, 59]","(1000, 3000]","(20, 31]","(120, 240]","(1, 2]",q4
43,blue-collar,married,secondary,no,545,yes,no,cellular,21,144,1,0,"(34, 45]","(500, 1000]","(20, 31]","(120, 240]","(0, 1]",q4
31,blue-collar,single,secondary,no,-159,no,yes,telephone,21,49,1,0,"(24, 34]","(-10000, 0]","(20, 31]","(0, 60]","(0, 1]",q4
34,blue-collar,single,primary,no,2299,no,no,cellular,21,320,2,0,"(24, 34]","(1000, 3000]","(20, 31]","(240, 360]","(1, 2]",q4
50,admin,married,secondary,no,231,yes,no,cellular,21,397,2,0,"(45, 59]","(200, 500]","(20, 31]","(360, 600]","(1, 2]",q4
38,management,single,unknown,no,715,yes,no,cellular,21,140,1,0,"(34, 45]","(500, 1000]","(20, 31]","(120, 240]","(0, 1]",q4
32,services,married,tertiary,no,0,no,no,cellular,21,80,1,0,"(24, 34]","(-10000, 0]","(20, 31]","(60, 120]","(0, 1]",q4
35,management,married,tertiary,yes,0,yes,yes,cellular,21,70,1,0,"(34, 45]","(-10000, 0]","(20, 31]","(60, 120]","(0, 1]",q4
31,management,married,tertiary,no,4148,yes,no,cellular,21,316,3,1,"(24, 34]","(3000, 5000]","(20, 31]","(240, 360]","(2, 4]",q4
42,management,married,tertiary,no,9916,yes,no,cellular,21,306,1,0,"(34, 45]","(5000, 10000]","(20, 31]","(240, 360]","(0, 1]",q4
54,management,married,tertiary,no,203,no,no,cellular,21,70,1,0,"(45, 59]","(200, 500]","(20, 31]","(60, 120]","(0, 1]",q4
37,management,married,tertiary,no,489,yes,no,cellular,21,202,1,0,"(34, 45]","(200, 500]","(20, 31]","(120, 240]","(0, 1]",q4
34,blue-collar,single,secondary,no,1423,yes,no,cellular,21,55,2,0,"(24, 34]","(1000, 3000]","(20, 31]","(0, 60]","(1, 2]",q4
38,technician,single,secondary,no,8381,no,no,cellular,21,98,1,0,"(34, 45]","(5000, 10000]","(20, 31]","(60, 120]","(0, 1]",q4
33,blue-collar,married,primary,no,2456,yes,no,cellular,21,552,3,0,"(24, 34]","(1000, 3000]","(20, 31]","(360, 600]","(2, 4]",q4
54,blue-collar,married,primary,no,836,yes,no,telephone,21,312,1,0,"(45, 59]","(500, 1000]","(20, 31]","(240, 360]","(0, 1]",q4
53,other,married,unknown,no,352,no,no,cellular,21,199,1,0,"(45, 59]","(200, 500]","(20, 31]","(120, 240]","(0, 1]",q4
45,management,married,tertiary,no,2220,yes,no,cellular,21,89,1,0,"(34, 45]","(1000, 3000]","(20, 31]","(60, 120]","(0, 1]",q4
41,blue-collar,married,primary,no,241,yes,no,cellular,21,48,1,0,"(34, 45]","(200, 500]","(20, 31]","(0, 60]","(0, 1]",q4
35,other,married,tertiary,no,-31,yes,no,cellular,21,171,2,0,"(34, 45]","(-10000, 0]","(20, 31]","(120, 240]","(1, 2]",q4
39,admin,divorced,secondary,no,458,no,no,cellular,21,744,2,0,"(34, 45]","(200, 500]","(20, 31]","(600, 900]","(1, 2]",q4
40,blue-collar,married,secondary,no,-605,yes,yes,cellular,21,79,1,0,"(34, 45]","(-10000, 0]","(20, 31]","(60, 120]","(0, 1]",q4
58,management,married,tertiary,no,96,no,no,cellular,21,850,1,1,"(45, 59]","(0, 100]","(20, 31]","(600, 900]","(0, 1]",q4
53,blue-collar,married,secondary,no,1027,no,no,cellular,21,102,1,0,"(45, 59]","(1000, 3000]","(20, 31]","(60, 120]","(0, 1]",q4
36,management,married,tertiary,no,3537,yes,no,cellular,21,115,2,0,"(34, 45]","(3000, 5000]","(20, 31]","(60, 120]","(1, 2]",q4
44,services,single,secondary,no,762,no,yes,cellular,21,778,1,0,"(34, 45]","(500, 1000]","(20, 31]","(600, 900]","(0, 1]",q4
49,management,married,tertiary,no,412,no,no,cellular,21,233,1,0,"(45, 59]","(200, 500]","(20, 31]","(120, 240]","(0, 1]",q4
52,other,married,secondary,no,-332,yes,no,telephone,21,70,1,0,"(45, 59]","(-10000, 0]","(20, 31]","(60, 120]","(0, 1]",q4
57,services,married,secondary,no,8266,yes,no,telephone,21,162,1,0,"(45, 59]","(5000, 10000]","(20, 31]","(120, 240]","(0, 1]",q4
35,blue-collar,married,secondary,no,80,yes,yes,cellular,21,38,2,0,"(34, 45]","(0, 100]","(20, 31]","(0, 60]","(1, 2]",q4
49,management,married,tertiary,no,942,no,no,cellular,21,8,5,0,"(45, 59]","(500, 1000]","(20, 31]","(0, 60]","(4, 6]",q4
34,blue-collar,married,secondary,no,328,yes,yes,cellular,21,18,7,0,"(24, 34]","(200, 500]","(20, 31]","(0, 60]","(6, 10]",q4
57,none,divorced,tertiary,no,476,no,no,telephone,21,26,1,0,"(45, 59]","(200, 500]","(20, 31]","(0, 60]","(0, 1]",q4
35,technician,divorced,secondary,no,0,yes,no,cellular,21,72,1,0,"(34, 45]","(-10000, 0]","(20, 31]","(60, 120]","(0, 1]",q4
41,management,married,tertiary,no,832,yes,yes,cellular,21,164,1,0,"(34, 45]","(500, 1000]","(20, 31]","(120, 240]","(0, 1]",q4
35,other,married,secondary,no,2971,no,no,cellular,21,112,2,0,"(34, 45]","(1000, 3000]","(20, 31]","(60, 120]","(1, 2]",q4
39,technician,single,secondary,no,-529,yes,no,cellular,21,18,5,0,"(34, 45]","(-10000, 0]","(20, 31]","(0, 60]","(4, 6]",q4
55,technician,married,unknown,no,1393,yes,yes,telephone,21,55,5,0,"(45, 59]","(1000, 3000]","(20, 31]","(0, 60]","(4, 6]",q4
32,technician,married,unknown,no,0,no,yes,cellular,21,296,1,0,"(24, 34]","(-10000, 0]","(20, 31]","(240, 360]","(0, 1]",q4
36,other,married,secondary,yes,1,yes,no,cellular,21,203,1,0,"(34, 45]","(0, 100]","(20, 31]","(120, 240]","(0, 1]",q4
32,management,single,tertiary,no,616,yes,no,cellular,21,186,2,0,"(24, 34]","(500, 1000]","(20, 31]","(120, 240]","(1, 2]",q4
37,technician,married,secondary,no,77,yes,yes,cellular,21,44,1,0,"(34, 45]","(0, 100]","(20, 31]","(0, 60]","(0, 1]",q4
37,management,married,tertiary,no,0,yes,no,cellular,21,227,1,0,"(34, 45]","(-10000, 0]","(20, 31]","(120, 240]","(0, 1]",q4
35,technician,married,tertiary,no,0,yes,yes,cellular,21,86,1,0,"(34, 45]","(-10000, 0]","(20, 31]","(60, 120]","(0, 1]",q4
54,none,single,primary,no,199,yes,no,cellular,21,532,1,0,"(45, 59]","(100, 200]","(20, 31]","(360, 600]","(0, 1]",q4
37,management,married,tertiary,no,11,no,no,cellular,21,326,1,0,"(34, 45]","(0, 100]","(20, 31]","(240, 360]","(0, 1]",q4
31,management,married,tertiary,no,432,yes,no,cellular,21,197,1,0,"(24, 34]","(200, 500]","(20, 31]","(120, 240]","(0, 1]",q4
53,management,married,tertiary,no,3105,yes,yes,cellular,21,84,2,0,"(45, 59]","(3000, 5000]","(20, 31]","(60, 120]","(1, 2]",q4
42,admin,single,secondary,no,2095,yes,no,cellular,21,752,3,0,"(34, 45]","(1000, 3000]","(20, 31]","(600, 900]","(2, 4]",q4
50,technician,married,secondary,no,2497,yes,no,cellular,21,35,1,0,"(45, 59]","(1000, 3000]","(20, 31]","(0, 60]","(0, 1]",q4
31,blue-collar,married,secondary,no,3653,yes,yes,cellular,21,252,1,0,"(24, 34]","(3000, 5000]","(20, 31]","(240, 360]","(0, 1]",q4
35,other,single,tertiary,no,1129,yes,no,cellular,21,64,2,0,"(34, 45]","(1000, 3000]","(20, 31]","(60, 120]","(1, 2]",q4
35,other,married,primary,no,0,no,yes,telephone,21,26,10,0,"(34, 45]","(-10000, 0]","(20, 31]","(0, 60]","(6, 10]",q4
34,management,married,tertiary,no,1240,yes,no,cellular,21,102,1,0,"(24, 34]","(1000, 3000]","(20, 31]","(60, 120]","(0, 1]",q4
33,blue-collar,divorced,secondary,no,86,no,yes,cellular,21,183,3,0,"(24, 34]","(0, 100]","(20, 31]","(120, 240]","(2, 4]",q4
42,technician,single,secondary,no,716,yes,no,cellular,21,110,1,0,"(34, 45]","(500, 1000]","(20, 31]","(60, 120]","(0, 1]",q4
44,blue-collar,married,unknown,no,1149,yes,no,cellular,21,67,5,0,"(34, 45]","(1000, 3000]","(20, 31]","(60, 120]","(4, 6]",q4
35,management,married,tertiary,yes,32,yes,no,cellular,21,180,1,0,"(34, 45]","(0, 100]","(20, 31]","(120, 240]","(0, 1]",q4
58,technician,married,tertiary,no,289,no,no,telephone,21,182,2,0,"(45, 59]","(200, 500]","(20, 31]","(120, 240]","(1, 2]",q4
39,none,married,secondary,no,2245,no,no,cellular,21,749,2,1,"(34, 45]","(1000, 3000]","(20, 31]","(600, 900]","(1, 2]",q4
49,other,married,primary,no,249,yes,no,cellular,21,450,1,0,"(45, 59]","(200, 500]","(20, 31]","(360, 600]","(0, 1]",q4
47,other,married,tertiary,no,0,no,no,telephone,21,28,1,0,"(45, 59]","(-10000, 0]","(20, 31]","(0, 60]","(0, 1]",q4
31,technician,single,tertiary,no,1166,yes,no,cellular,21,119,2,0,"(24, 34]","(1000, 3000]","(20, 31]","(60, 120]","(1, 2]",q4
45,admin,married,secondary,no,256,no,no,cellular,21,135,2,0,"(34, 45]","(200, 500]","(20, 31]","(120, 240]","(1, 2]",q4
47,technician,married,secondary,no,834,no,yes,cellular,21,902,1,1,"(45, 59]","(500, 1000]","(20, 31]","(900, 1200]","(0, 1]",q4
44,management,married,tertiary,no,4119,yes,yes,telephone,21,1074,1,1,"(34, 45]","(3000, 5000]","(20, 31]","(900, 1200]","(0, 1]",q4
34,technician,married,secondary,no,5553,yes,no,cellular,21,798,2,0,"(24, 34]","(5000, 10000]","(20, 31]","(600, 900]","(1, 2]",q4
44,management,divorced,tertiary,no,2058,no,yes,cellular,21,661,1,0,"(34, 45]","(1000, 3000]","(20, 31]","(600, 900]","(0, 1]",q4
40,admin,married,secondary,no,1831,no,no,cellular,21,492,2,0,"(34, 45]","(1000, 3000]","(20, 31]","(360, 600]","(1, 2]",q4
43,blue-collar,married,primary,no,437,yes,no,cellular,21,142,1,0,"(34, 45]","(200, 500]","(20, 31]","(120, 240]","(0, 1]",q4
36,blue-collar,married,secondary,no,708,yes,no,telephone,21,43,1,0,"(34, 45]","(500, 1000]","(20, 31]","(0, 60]","(0, 1]",q4
35,management,married,tertiary,no,365,no,no,cellular,21,168,2,0,"(34, 45]","(200, 500]","(20, 31]","(120, 240]","(1, 2]",q4
32,technician,married,secondary,no,950,yes,no,cellular,21,82,3,0,"(24, 34]","(500, 1000]","(20, 31]","(60, 120]","(2, 4]",q4
42,management,married,tertiary,no,6080,no,no,cellular,21,98,3,0,"(34, 45]","(5000, 10000]","(20, 31]","(60, 120]","(2, 4]",q4
39,blue-collar,married,secondary,no,1969,no,no,cellular,21,63,2,0,"(34, 45]","(1000, 3000]","(20, 31]","(60, 120]","(1, 2]",q4
49,admin,divorced,secondary,no,771,yes,no,cellular,21,264,2,0,"(45, 59]","(500, 1000]","(20, 31]","(240, 360]","(1, 2]",q4
47,blue-collar,married,primary,no,333,yes,no,cellular,21,118,1,0,"(45, 59]","(200, 500]","(20, 31]","(60, 120]","(0, 1]",q4
32,blue-collar,single,primary,no,3595,yes,no,cellular,21,171,2,0,"(24, 34]","(3000, 5000]","(20, 31]","(120, 240]","(1, 2]",q4
55,admin,married,primary,no,319,no,no,cellular,21,124,3,0,"(45, 59]","(200, 500]","(20, 31]","(120, 240]","(2, 4]",q4
54,blue-collar,married,primary,no,4503,no,no,telephone,21,168,3,0,"(45, 59]","(3000, 5000]","(20, 31]","(120, 240]","(2, 4]",q4
57,technician,married,secondary,no,29207,yes,no,telephone,21,232,2,0,"(45, 59]","(10000, 200000]","(20, 31]","(120, 240]","(1, 2]",q4
41,management,married,tertiary,no,-456,no,no,cellular,21,190,1,0,"(34, 45]","(-10000, 0]","(20, 31]","(120, 240]","(0, 1]",q4
37,blue-collar,married,secondary,no,2066,yes,yes,cellular,21,10,7,0,"(34, 45]","(1000, 3000]","(20, 31]","(0, 60]","(6, 10]",q4
40,management,married,secondary,no,752,no,yes,cellular,21,456,1,0,"(34, 45]","(500, 1000]","(20, 31]","(360, 600]","(0, 1]",q4
30,services,single,secondary,no,190,no,no,cellular,21,312,1,0,"(24, 34]","(100, 200]","(20, 31]","(240, 360]","(0, 1]",q4
30,other,single,secondary,no,358,yes,no,cellular,21,45,2,0,"(24, 34]","(200, 500]","(20, 31]","(0, 60]","(1, 2]",q4
40,services,married,secondary,no,9374,yes,no,cellular,21,7,8,0,"(34, 45]","(5000, 10000]","(20, 31]","(0, 60]","(6, 10]",q4
41,other,married,secondary,no,13489,no,no,cellular,21,124,2,0,"(34, 45]","(10000, 200000]","(20, 31]","(120, 240]","(1, 2]",q4
35,management,married,tertiary,no,0,yes,no,cellular,21,189,1,0,"(34, 45]","(-10000, 0]","(20, 31]","(120, 240]","(0, 1]",q4
51,technician,single,tertiary,no,11222,yes,no,cellular,21,126,2,0,"(45, 59]","(10000, 200000]","(20, 31]","(120, 240]","(1, 2]",q4
31,technician,single,secondary,no,13,no,no,cellular,21,208,1,0,"(24, 34]","(0, 100]","(20, 31]","(120, 240]","(0, 1]",q4
32,technician,single,tertiary,no,2204,yes,no,cellular,21,11,4,0,"(24, 34]","(1000, 3000]","(20, 31]","(0, 60]","(2, 4]",q4
37,admin,single,secondary,no,0,no,no,cellular,21,232,2,0,"(34, 45]","(-10000, 0]","(20, 31]","(120, 240]","(1, 2]",q4
36,admin,single,secondary,no,0,yes,yes,cellular,21,109,1,0,"(34, 45]","(-10000, 0]","(20, 31]","(60, 120]","(0, 1]",q4
39,management,married,tertiary,yes,47,no,no,cellular,21,28,3,0,"(34, 45]","(0, 100]","(20, 31]","(0, 60]","(2, 4]",q4
34,management,married,tertiary,no,7384,no,no,cellular,21,69,2,0,"(24, 34]","(5000, 10000]","(20, 31]","(60, 120]","(1, 2]",q4
34,none,married,secondary,no,1375,no,no,cellular,21,148,1,0,"(24, 34]","(1000, 3000]","(20, 31]","(120, 240]","(0, 1]",q4
41,services,married,secondary,no,1445,no,no,cellular,21,104,3,0,"(34, 45]","(1000, 3000]","(20, 31]","(60, 120]","(2, 4]",q4
30,management,married,tertiary,no,6432,yes,no,cellular,21,206,2,0,"(24, 34]","(5000, 10000]","(20, 31]","(120, 240]","(1, 2]",q4
37,admin,single,secondary,no,528,yes,no,cellular,21,65,1,0,"(34, 45]","(500, 1000]","(20, 31]","(60, 120]","(0, 1]",q4
45,technician,married,tertiary,no,-525,no,yes,cellular,21,980,2,1,"(34, 45]","(-10000, 0]","(20, 31]","(900, 1200]","(1, 2]",q4
48,blue-collar,married,secondary,no,2697,yes,yes,cellular,21,82,1,0,"(45, 59]","(1000, 3000]","(20, 31]","(60, 120]","(0, 1]",q4
38,management,divorced,tertiary,no,554,no,no,cellular,21,45,1,0,"(34, 45]","(500, 1000]","(20, 31]","(0, 60]","(0, 1]",q4
43,management,married,tertiary,no,13015,yes,no,cellular,21,56,1,0,"(34, 45]","(10000, 200000]","(20, 31]","(0, 60]","(0, 1]",q4
36,management,divorced,tertiary,no,210,yes,no,telephone,21,62,1,0,"(34, 45]","(200, 500]","(20, 31]","(60, 120]","(0, 1]",q4
31,technician,single,secondary,no,11,yes,no,cellular,21,16,9,0,"(24, 34]","(0, 100]","(20, 31]","(0, 60]","(6, 10]",q4
32,admin,married,tertiary,no,0,yes,no,cellular,21,102,1,0,"(24, 34]","(-10000, 0]","(20, 31]","(60, 120]","(0, 1]",q4
